"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12918","Test eCommerce Site 08 Sep","chromium","Sun Sep 08 11:53:02 BST 2024","failed","Sun Sep 08 11:53:15 BST 2024","","POMtest.spec.js","",""
